"school_id","school_name","address","city","state","zip_code","class_id","school_id-2","class_name","city-2","schedule_time","room_number","teacher_id","school_id-3","first_name","last_name","subject","hire_date","enrollment_id","school_id-4","boy_id","girl_id","enrollment_date","student_id","school_id-5","first_name-2","last_name-2","date_of_birth","grade_level","subject_id","school_id-6","subject_name","description","credits","teacher_name"
82,"School 82","Address 82","City 2","State 2","ZIP00082",81,82,"Class 81","City 1","09:21:00","Room 31",81,82,"TeacherFirstName81","TeacherLastName81","Subject 1","2010-03-23",81,82,82,582,"2022-03-23",81,82,"FirstName81","LastName81","2000-03-22",10,1081,82,"Unique Subject 1081","Unique description for subject 1081",2,"Teacher 1081"
83,"School 83","Address 83","City 3","State 3","ZIP00083",82,83,"Class 82","City 2","09:22:00","Room 32",82,83,"TeacherFirstName82","TeacherLastName82","Subject 2","2010-03-24",82,83,83,583,"2022-03-24",82,83,"FirstName82","LastName82","2000-03-23",11,1082,83,"Unique Subject 1082","Unique description for subject 1082",3,"Teacher 1082"
84,"School 84","Address 84","City 4","State 4","ZIP00084",83,84,"Class 83","City 3","09:23:00","Room 33",83,84,"TeacherFirstName83","TeacherLastName83","Subject 3","2010-03-25",83,84,84,584,"2022-03-25",83,84,"FirstName83","LastName83","2000-03-24",12,1083,84,"Unique Subject 1083","Unique description for subject 1083",4,"Teacher 1083"
85,"School 85","Address 85","City 5","State 0","ZIP00085",84,85,"Class 84","City 4","09:24:00","Room 34",84,85,"TeacherFirstName84","TeacherLastName84","Subject 4","2010-03-26",84,85,85,585,"2022-03-26",84,85,"FirstName84","LastName84","2000-03-25",1,1084,85,"Unique Subject 1084","Unique description for subject 1084",5,"Teacher 1084"
86,"School 86","Address 86","City 6","State 1","ZIP00086",85,86,"Class 85","City 5","09:25:00","Room 35",85,86,"TeacherFirstName85","TeacherLastName85","Subject 5","2010-03-27",85,86,86,586,"2022-03-27",85,86,"FirstName85","LastName85","2000-03-26",2,1085,86,"Unique Subject 1085","Unique description for subject 1085",1,"Teacher 1085"
87,"School 87","Address 87","City 7","State 2","ZIP00087",86,87,"Class 86","City 6","09:26:00","Room 36",86,87,"TeacherFirstName86","TeacherLastName86","Subject 6","2010-03-28",86,87,87,587,"2022-03-28",86,87,"FirstName86","LastName86","2000-03-27",3,1086,87,"Unique Subject 1086","Unique description for subject 1086",2,"Teacher 1086"
88,"School 88","Address 88","City 8","State 3","ZIP00088",87,88,"Class 87","City 7","09:27:00","Room 37",87,88,"TeacherFirstName87","TeacherLastName87","Subject 7","2010-03-29",87,88,88,588,"2022-03-29",87,88,"FirstName87","LastName87","2000-03-28",4,1087,88,"Unique Subject 1087","Unique description for subject 1087",3,"Teacher 1087"
89,"School 89","Address 89","City 9","State 4","ZIP00089",88,89,"Class 88","City 8","09:28:00","Room 38",88,89,"TeacherFirstName88","TeacherLastName88","Subject 8","2010-03-30",88,89,89,589,"2022-03-30",88,89,"FirstName88","LastName88","2000-03-29",5,1088,89,"Unique Subject 1088","Unique description for subject 1088",4,"Teacher 1088"
90,"School 90","Address 90","City 0","State 0","ZIP00090",89,90,"Class 89","City 9","09:29:00","Room 39",89,90,"TeacherFirstName89","TeacherLastName89","Subject 9","2010-03-31",89,90,90,590,"2022-03-31",89,90,"FirstName89","LastName89","2000-03-30",6,1089,90,"Unique Subject 1089","Unique description for subject 1089",5,"Teacher 1089"
91,"School 91","Address 91","City 1","State 1","ZIP00091",90,91,"Class 90","City 0","09:30:00","Room 40",90,91,"TeacherFirstName90","TeacherLastName90","Subject 0","2010-04-01",90,91,91,591,"2022-04-01",90,91,"FirstName90","LastName90","2000-03-31",7,1090,91,"Unique Subject 1090","Unique description for subject 1090",1,"Teacher 1090"
92,"School 92","Address 92","City 2","State 2","ZIP00092",91,92,"Class 91","City 1","09:31:00","Room 41",91,92,"TeacherFirstName91","TeacherLastName91","Subject 1","2010-04-02",91,92,92,592,"2022-04-02",91,92,"FirstName91","LastName91","2000-04-01",8,1091,92,"Unique Subject 1091","Unique description for subject 1091",2,"Teacher 1091"
93,"School 93","Address 93","City 3","State 3","ZIP00093",92,93,"Class 92","City 2","09:32:00","Room 42",92,93,"TeacherFirstName92","TeacherLastName92","Subject 2","2010-04-03",92,93,93,593,"2022-04-03",92,93,"FirstName92","LastName92","2000-04-02",9,1092,93,"Unique Subject 1092","Unique description for subject 1092",3,"Teacher 1092"
94,"School 94","Address 94","City 4","State 4","ZIP00094",93,94,"Class 93","City 3","09:33:00","Room 43",93,94,"TeacherFirstName93","TeacherLastName93","Subject 3","2010-04-04",93,94,94,594,"2022-04-04",93,94,"FirstName93","LastName93","2000-04-03",10,1093,94,"Unique Subject 1093","Unique description for subject 1093",4,"Teacher 1093"
95,"School 95","Address 95","City 5","State 0","ZIP00095",94,95,"Class 94","City 4","09:34:00","Room 44",94,95,"TeacherFirstName94","TeacherLastName94","Subject 4","2010-04-05",94,95,95,595,"2022-04-05",94,95,"FirstName94","LastName94","2000-04-04",11,1094,95,"Unique Subject 1094","Unique description for subject 1094",5,"Teacher 1094"
96,"School 96","Address 96","City 6","State 1","ZIP00096",95,96,"Class 95","City 5","09:35:00","Room 45",95,96,"TeacherFirstName95","TeacherLastName95","Subject 5","2010-04-06",95,96,96,596,"2022-04-06",95,96,"FirstName95","LastName95","2000-04-05",12,1095,96,"Unique Subject 1095","Unique description for subject 1095",1,"Teacher 1095"
97,"School 97","Address 97","City 7","State 2","ZIP00097",96,97,"Class 96","City 6","09:36:00","Room 46",96,97,"TeacherFirstName96","TeacherLastName96","Subject 6","2010-04-07",96,97,97,597,"2022-04-07",96,97,"FirstName96","LastName96","2000-04-06",1,1096,97,"Unique Subject 1096","Unique description for subject 1096",2,"Teacher 1096"
98,"School 98","Address 98","City 8","State 3","ZIP00098",97,98,"Class 97","City 7","09:37:00","Room 47",97,98,"TeacherFirstName97","TeacherLastName97","Subject 7","2010-04-08",97,98,98,598,"2022-04-08",97,98,"FirstName97","LastName97","2000-04-07",2,1097,98,"Unique Subject 1097","Unique description for subject 1097",3,"Teacher 1097"
99,"School 99","Address 99","City 9","State 4","ZIP00099",98,99,"Class 98","City 8","09:38:00","Room 48",98,99,"TeacherFirstName98","TeacherLastName98","Subject 8","2010-04-09",98,99,99,599,"2022-04-09",98,99,"FirstName98","LastName98","2000-04-08",3,1098,99,"Unique Subject 1098","Unique description for subject 1098",4,"Teacher 1098"
100,"School 100","Address 100","City 0","State 0","ZIP00100",99,100,"Class 99","City 9","09:39:00","Room 49",99,100,"TeacherFirstName99","TeacherLastName99","Subject 9","2010-04-10",99,100,100,600,"2022-04-10",99,100,"FirstName99","LastName99","2000-04-09",4,1099,100,"Unique Subject 1099","Unique description for subject 1099",5,"Teacher 1099"
101,"School 101","Address 101","City 1","State 1","ZIP00101",100,101,"Class 100","City 0","09:40:00","Room 0",100,101,"TeacherFirstName100","TeacherLastName100","Subject 0","2010-04-11",100,101,101,601,"2022-04-11",100,101,"FirstName100","LastName100","2000-04-10",5,1100,101,"Unique Subject 1100","Unique description for subject 1100",1,"Teacher 1100"
102,"School 102","Address 102","City 2","State 2","ZIP00102",101,102,"Class 101","City 1","09:41:00","Room 1",101,102,"TeacherFirstName101","TeacherLastName101","Subject 1","2010-04-12",101,102,102,602,"2022-04-12",101,102,"FirstName101","LastName101","2000-04-11",6,1101,102,"Unique Subject 1101","Unique description for subject 1101",2,"Teacher 1101"
103,"School 103","Address 103","City 3","State 3","ZIP00103",102,103,"Class 102","City 2","09:42:00","Room 2",102,103,"TeacherFirstName102","TeacherLastName102","Subject 2","2010-04-13",102,103,103,603,"2022-04-13",102,103,"FirstName102","LastName102","2000-04-12",7,1102,103,"Unique Subject 1102","Unique description for subject 1102",3,"Teacher 1102"
104,"School 104","Address 104","City 4","State 4","ZIP00104",103,104,"Class 103","City 3","09:43:00","Room 3",103,104,"TeacherFirstName103","TeacherLastName103","Subject 3","2010-04-14",103,104,104,604,"2022-04-14",103,104,"FirstName103","LastName103","2000-04-13",8,1103,104,"Unique Subject 1103","Unique description for subject 1103",4,"Teacher 1103"
105,"School 105","Address 105","City 5","State 0","ZIP00105",104,105,"Class 104","City 4","09:44:00","Room 4",104,105,"TeacherFirstName104","TeacherLastName104","Subject 4","2010-04-15",104,105,105,605,"2022-04-15",104,105,"FirstName104","LastName104","2000-04-14",9,1104,105,"Unique Subject 1104","Unique description for subject 1104",5,"Teacher 1104"
106,"School 106","Address 106","City 6","State 1","ZIP00106",105,106,"Class 105","City 5","09:45:00","Room 5",105,106,"TeacherFirstName105","TeacherLastName105","Subject 5","2010-04-16",105,106,106,606,"2022-04-16",105,106,"FirstName105","LastName105","2000-04-15",10,1105,106,"Unique Subject 1105","Unique description for subject 1105",1,"Teacher 1105"
107,"School 107","Address 107","City 7","State 2","ZIP00107",106,107,"Class 106","City 6","09:46:00","Room 6",106,107,"TeacherFirstName106","TeacherLastName106","Subject 6","2010-04-17",106,107,107,607,"2022-04-17",106,107,"FirstName106","LastName106","2000-04-16",11,1106,107,"Unique Subject 1106","Unique description for subject 1106",2,"Teacher 1106"
108,"School 108","Address 108","City 8","State 3","ZIP00108",107,108,"Class 107","City 7","09:47:00","Room 7",107,108,"TeacherFirstName107","TeacherLastName107","Subject 7","2010-04-18",107,108,108,608,"2022-04-18",107,108,"FirstName107","LastName107","2000-04-17",12,1107,108,"Unique Subject 1107","Unique description for subject 1107",3,"Teacher 1107"
109,"School 109","Address 109","City 9","State 4","ZIP00109",108,109,"Class 108","City 8","09:48:00","Room 8",108,109,"TeacherFirstName108","TeacherLastName108","Subject 8","2010-04-19",108,109,109,609,"2022-04-19",108,109,"FirstName108","LastName108","2000-04-18",1,1108,109,"Unique Subject 1108","Unique description for subject 1108",4,"Teacher 1108"
110,"School 110","Address 110","City 0","State 0","ZIP00110",109,110,"Class 109","City 9","09:49:00","Room 9",109,110,"TeacherFirstName109","TeacherLastName109","Subject 9","2010-04-20",109,110,110,610,"2022-04-20",109,110,"FirstName109","LastName109","2000-04-19",2,1109,110,"Unique Subject 1109","Unique description for subject 1109",5,"Teacher 1109"
111,"School 111","Address 111","City 1","State 1","ZIP00111",110,111,"Class 110","City 0","09:50:00","Room 10",110,111,"TeacherFirstName110","TeacherLastName110","Subject 0","2010-04-21",110,111,111,611,"2022-04-21",110,111,"FirstName110","LastName110","2000-04-20",3,1110,111,"Unique Subject 1110","Unique description for subject 1110",1,"Teacher 1110"
112,"School 112","Address 112","City 2","State 2","ZIP00112",111,112,"Class 111","City 1","09:51:00","Room 11",111,112,"TeacherFirstName111","TeacherLastName111","Subject 1","2010-04-22",111,112,112,612,"2022-04-22",111,112,"FirstName111","LastName111","2000-04-21",4,1111,112,"Unique Subject 1111","Unique description for subject 1111",2,"Teacher 1111"
113,"School 113","Address 113","City 3","State 3","ZIP00113",112,113,"Class 112","City 2","09:52:00","Room 12",112,113,"TeacherFirstName112","TeacherLastName112","Subject 2","2010-04-23",112,113,113,613,"2022-04-23",112,113,"FirstName112","LastName112","2000-04-22",5,1112,113,"Unique Subject 1112","Unique description for subject 1112",3,"Teacher 1112"
114,"School 114","Address 114","City 4","State 4","ZIP00114",113,114,"Class 113","City 3","09:53:00","Room 13",113,114,"TeacherFirstName113","TeacherLastName113","Subject 3","2010-04-24",113,114,114,614,"2022-04-24",113,114,"FirstName113","LastName113","2000-04-23",6,1113,114,"Unique Subject 1113","Unique description for subject 1113",4,"Teacher 1113"
115,"School 115","Address 115","City 5","State 0","ZIP00115",114,115,"Class 114","City 4","09:54:00","Room 14",114,115,"TeacherFirstName114","TeacherLastName114","Subject 4","2010-04-25",114,115,115,615,"2022-04-25",114,115,"FirstName114","LastName114","2000-04-24",7,1114,115,"Unique Subject 1114","Unique description for subject 1114",5,"Teacher 1114"
116,"School 116","Address 116","City 6","State 1","ZIP00116",115,116,"Class 115","City 5","09:55:00","Room 15",115,116,"TeacherFirstName115","TeacherLastName115","Subject 5","2010-04-26",115,116,116,616,"2022-04-26",115,116,"FirstName115","LastName115","2000-04-25",8,1115,116,"Unique Subject 1115","Unique description for subject 1115",1,"Teacher 1115"
117,"School 117","Address 117","City 7","State 2","ZIP00117",116,117,"Class 116","City 6","09:56:00","Room 16",116,117,"TeacherFirstName116","TeacherLastName116","Subject 6","2010-04-27",116,117,117,617,"2022-04-27",116,117,"FirstName116","LastName116","2000-04-26",9,1116,117,"Unique Subject 1116","Unique description for subject 1116",2,"Teacher 1116"
118,"School 118","Address 118","City 8","State 3","ZIP00118",117,118,"Class 117","City 7","09:57:00","Room 17",117,118,"TeacherFirstName117","TeacherLastName117","Subject 7","2010-04-28",117,118,118,618,"2022-04-28",117,118,"FirstName117","LastName117","2000-04-27",10,1117,118,"Unique Subject 1117","Unique description for subject 1117",3,"Teacher 1117"
91,"School 91","Address 91","City 1","State 1","ZIP00091",90,91,"Class 90","City 0","09:30:00","Room 40",90,91,"TeacherFirstName90","TeacherLastName90","Subject 0","2010-04-01",90,91,91,591,"2022-04-01",90,91,"FirstName90","LastName90","2000-03-31",7,1090,91,"Unique Subject 1090","Unique description for subject 1090",1,"Teacher 1090"
119,"School 119","Address 119","City 9","State 4","ZIP00119",118,119,"Class 118","City 8","09:58:00","Room 18",118,119,"TeacherFirstName118","TeacherLastName118","Subject 8","2010-04-29",118,119,119,619,"2022-04-29",118,119,"FirstName118","LastName118","2000-04-28",11,1118,119,"Unique Subject 1118","Unique description for subject 1118",4,"Teacher 1118"
120,"School 120","Address 120","City 0","State 0","ZIP00120",119,120,"Class 119","City 9","09:59:00","Room 19",119,120,"TeacherFirstName119","TeacherLastName119","Subject 9","2010-04-30",119,120,120,620,"2022-04-30",119,120,"FirstName119","LastName119","2000-04-29",12,1119,120,"Unique Subject 1119","Unique description for subject 1119",5,"Teacher 1119"
121,"School 121","Address 121","City 1","State 1","ZIP00121",120,121,"Class 120","City 0","10:00:00","Room 20",120,121,"TeacherFirstName120","TeacherLastName120","Subject 0","2010-05-01",120,121,121,621,"2022-05-01",120,121,"FirstName120","LastName120","2000-04-30",1,1120,121,"Unique Subject 1120","Unique description for subject 1120",1,"Teacher 1120"
122,"School 122","Address 122","City 2","State 2","ZIP00122",121,122,"Class 121","City 1","10:01:00","Room 21",121,122,"TeacherFirstName121","TeacherLastName121","Subject 1","2010-05-02",121,122,122,622,"2022-05-02",121,122,"FirstName121","LastName121","2000-05-01",2,1121,122,"Unique Subject 1121","Unique description for subject 1121",2,"Teacher 1121"
123,"School 123","Address 123","City 3","State 3","ZIP00123",122,123,"Class 122","City 2","10:02:00","Room 22",122,123,"TeacherFirstName122","TeacherLastName122","Subject 2","2010-05-03",122,123,123,623,"2022-05-03",122,123,"FirstName122","LastName122","2000-05-02",3,1122,123,"Unique Subject 1122","Unique description for subject 1122",3,"Teacher 1122"
124,"School 124","Address 124","City 4","State 4","ZIP00124",123,124,"Class 123","City 3","10:03:00","Room 23",123,124,"TeacherFirstName123","TeacherLastName123","Subject 3","2010-05-04",123,124,124,624,"2022-05-04",123,124,"FirstName123","LastName123","2000-05-03",4,1123,124,"Unique Subject 1123","Unique description for subject 1123",4,"Teacher 1123"
125,"School 125","Address 125","City 5","State 0","ZIP00125",124,125,"Class 124","City 4","10:04:00","Room 24",124,125,"TeacherFirstName124","TeacherLastName124","Subject 4","2010-05-05",124,125,125,625,"2022-05-05",124,125,"FirstName124","LastName124","2000-05-04",5,1124,125,"Unique Subject 1124","Unique description for subject 1124",5,"Teacher 1124"
126,"School 126","Address 126","City 6","State 1","ZIP00126",125,126,"Class 125","City 5","10:05:00","Room 25",125,126,"TeacherFirstName125","TeacherLastName125","Subject 5","2010-05-06",125,126,126,626,"2022-05-06",125,126,"FirstName125","LastName125","2000-05-05",6,1125,126,"Unique Subject 1125","Unique description for subject 1125",1,"Teacher 1125"
127,"School 127","Address 127","City 7","State 2","ZIP00127",126,127,"Class 126","City 6","10:06:00","Room 26",126,127,"TeacherFirstName126","TeacherLastName126","Subject 6","2010-05-07",126,127,127,627,"2022-05-07",126,127,"FirstName126","LastName126","2000-05-06",7,1126,127,"Unique Subject 1126","Unique description for subject 1126",2,"Teacher 1126"
128,"School 128","Address 128","City 8","State 3","ZIP00128",127,128,"Class 127","City 7","10:07:00","Room 27",127,128,"TeacherFirstName127","TeacherLastName127","Subject 7","2010-05-08",127,128,128,628,"2022-05-08",127,128,"FirstName127","LastName127","2000-05-07",8,1127,128,"Unique Subject 1127","Unique description for subject 1127",3,"Teacher 1127"
129,"School 129","Address 129","City 9","State 4","ZIP00129",128,129,"Class 128","City 8","10:08:00","Room 28",128,129,"TeacherFirstName128","TeacherLastName128","Subject 8","2010-05-09",128,129,129,629,"2022-05-09",128,129,"FirstName128","LastName128","2000-05-08",9,1128,129,"Unique Subject 1128","Unique description for subject 1128",4,"Teacher 1128"
130,"School 130","Address 130","City 0","State 0","ZIP00130",129,130,"Class 129","City 9","10:09:00","Room 29",129,130,"TeacherFirstName129","TeacherLastName129","Subject 9","2010-05-10",129,130,130,630,"2022-05-10",129,130,"FirstName129","LastName129","2000-05-09",10,1129,130,"Unique Subject 1129","Unique description for subject 1129",5,"Teacher 1129"
131,"School 131","Address 131","City 1","State 1","ZIP00131",130,131,"Class 130","City 0","10:10:00","Room 30",130,131,"TeacherFirstName130","TeacherLastName130","Subject 0","2010-05-11",130,131,131,631,"2022-05-11",130,131,"FirstName130","LastName130","2000-05-10",11,1130,131,"Unique Subject 1130","Unique description for subject 1130",1,"Teacher 1130"
132,"School 132","Address 132","City 2","State 2","ZIP00132",131,132,"Class 131","City 1","10:11:00","Room 31",131,132,"TeacherFirstName131","TeacherLastName131","Subject 1","2010-05-12",131,132,132,632,"2022-05-12",131,132,"FirstName131","LastName131","2000-05-11",12,1131,132,"Unique Subject 1131","Unique description for subject 1131",2,"Teacher 1131"
